language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
bora1263,-,-,n,-,u,-,-,-,7,-,-,-,-,e,-,-,x,-,-,u,-,-,k,h,u,n,-,u,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,t,S,-,-,-,e,-,-,p,-,-,u,-,-,k,h,u,n,-,u,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,b,-,-,-,-,3,-,-,-,-,-,a,-,-,-,-,a,b,-,e,-,-,-,-
yuru1263,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
tuyu1244,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,g,-,-,-,-,o,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,g,-,-,-,-,o,-,-,-,-
tatu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,i,-,-,-,-
bara1380,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-
macu1260,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
guan1269,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,7,-,-,-,-,o,-,-,-,-
pira1254,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,7,-,-,-,-,o,-,-,-,-
tuca1252,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,7,-,-,-,-,o,-,-,-,-
desa1247,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
siri1274,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
tani1257,-,-,-,-,a,7,b,i,t,-,-,-,-,i,r,i,r,-,-,i,-,-,k,-,-,-,-,a,-,-,-,-
cube1242,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-,p,i,a,y,-,3,-,-,-,-
kore1283,-,-,-,-,a,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sion1247,-,-,-,-,a,t,-,-,S,-,-,-,-,a,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-
seco1241,-,-,-,-,a,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,h,-,3,7,-,3,-,-,-,-
orej1242,-,-,-,-,a,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,y,-,-,-,-,i,-,-,-,-
cacu1241,-,-,-,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-
nuka1242,-,-,-,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
puin1248,-,-,-,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-
hupd1244,-,-,w,-,3,-,-,-,7,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-
mala1522,-,-,-,-,-,-,-,-,n,-,-,-,-,3,-,-,-,-,-,-,-,-,k,-,-,w,-,a,-,-,-,-
arhu1242,-,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,7,-,-,-,-,-,k,-,-,w,-,3,-,n,-,-
cogu1240,-,-,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-,-,-,-,-,k,-,-,S,-,i,-,-,-,-
cent2150,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,k,-,-,w,-,i,-,n,r,o
chim1309,-,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-
bari1297,-,-,-,-,-,-,-,-,7,-,a,n,-,a,-,-,y,-,-,-,-,-,S,-,-,u,n,3,-,-,-,-
chac1249,-,-,-,-,-,-,-,-,m,-,-,-,-,e,-,-,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-
colo1256,-,-,-,-,-,-,-,-,m,-,-,-,-,e,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-
awac1239,-,-,-,-,-,-,-,-,m,-,-,-,-,3,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-
guam1248,-,-,-,-,-,-,-,-,m,-,-,-,-,3,-,-,-,-,-,-,-,-,r,-,-,-,-,3,-,p,-,-
inga1252,-,-,-,-,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,y,-,-,-,-,a,-,y,-,-
inga1252,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,y,-,-,-,-,a,-,y,-,-
cams1241,-,-,x,-,o,-,-,-,w,-,-,-,-,e,-,-,n,-,-,a,-,-,n,-,-,-,-,a,-,-,-,-
paez1247,-,-,-,-,-,-,-,-,w,-,-,-,-,e,-,-,-,-,-,-,-,-,s,-,-,-,-,e,7,h,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
nort2972,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
embe1261,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
woun1238,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,t,-,a,s,-,e,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,t,-,a,-,-,e,-,-,-,-
