language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
nyam1271,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,a
nyan1301,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,-,-,u,-,-,-,-,-,-,l,-,y
mart1256,-,-,T,-,-,-,-,-,-,a,t,-,-,-,a,N,-,k,a,l,-,-,u,-,-,-,-,-,-,-,-,-
kara1476,-,-,b,-,-,-,-,-,-,a,r,-,-,-,-,-,-,-,a,r,-,-,i,-,-,-,-,-,-,-,-,-
bayu1240,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,L,u,-,-,-,-,-,-,-,r,u
dhal1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,u,-,-,-,-,-,-,n,d,i
pany1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,u,-,-,-,-,-,-,m,-,a
ngar1287,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,u,-,-,-,-,-,-,m,-,a
yind1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,u,-,-,-,-,-,-,m,-,a
nyun1247,-,-,b,-,-,-,-,-,-,u,l,-,-,-,-,-,-,-,a,r,-,g,a,-,-,-,-,-,-,r,-,-
warl1255,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,N,u,-,-,-,-,-,-,-,-,-
warl1254,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,u,-,-,-,-,-,-,-,-,-
waru1265,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,p,u,-,-,l,-,-,-,-,-,-
guri1247,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,i,T,u,k,a,r,i,5,a,n,-,a
ngar1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,u,-,-,r,-,-,-,b,-,-
mudb1240,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,T,u,-,-,-,-,-,-,-,-,-
jaru1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,u,-,-,l,-,-,u,l,-,u
adny1235,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,t,i,-,-,-,-,-,-,-,-,-
dier1241,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,t,u,l,u,-,-,-,-,-,-,-,-,-
yand1253,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,d,u,-,-,-,-,-,-,-,-,-
dhuw1249,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,m,-,b,a,N,-,-,i,-,-,-,-,-,-,-,-,-
djam1256,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,m,-,b,a,N,-,-,i,-,-,-,-,-,-,-,-,-
gupa1247,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,m,-,b,a,N,-,-,i,-,-,-,-,-,-,-,-,-
guma1253,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-,m,-,b,a,-,-,-,y,-,-,-,-,-,-,-,-,-
dhan1270,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,m,-,b,a,N,-,-,i,-,-,-,-,-,-,-,-,-
rita1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,l,-,-,a,-,-,-,-,-,-,-,-,-
yann1237,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,m,-,b,a,N,-,-,i,-,-,-,-,-,-,-,-,-
djin1253,-,-,g,i,L,i,w,i,L,i,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
yany1243,-,-,m,-,-,-,-,-,-,a,d,-,-,-,a,m,-,-,a,d,-,-,a,-,-,-,-,-,-,-,-,-
alya1239,-,a,k,-,-,-,-,-,-,a,r,-,e,r,e,k,-,w,a,L,-,-,-,-,-,-,-,-,-,-,-,-
