language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
kuuk1238,-,-,-,-,p,-,-,-,-,-,-,-,i,-,t,-,-,-,-,a,-,-,-,n,-,T,-,-,-,-,-,i,-,-,-,-
gurd1238,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,k,u,-,-,-,-,-,l,i,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,k,u,-,-,-,-
pint1251,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,n,-,t,i,p,u,L,k,a,-,-,-,-
pitj1243,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,n,-,t,-,-,-,-,-,i,-,-,-,-
pint1250,-,-,-,-,m,u,l,a,r,k,u,l,i,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,u,-,-,-,-
kuka1246,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,n,-,t,-,-,-,-,-,i,-,-,-,-
nyam1271,-,-,-,-,m,-,-,-,-,-,-,-,i,-,r,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,u,-,-,-,-
nyan1301,-,-,-,-,m,-,-,-,-,-,-,-,i,-,r,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,u,-,-,-,-
mart1256,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,n,-,t,-,-,-,-,-,i,-,-,-,-
wanm1242,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,n,-,t,-,-,-,-,-,i,-,-,-,-
kara1476,-,-,-,-,T,-,-,-,-,-,-,-,a,-,r,-,-,-,-,a,n,k,a,n,-,p,-,-,-,-,-,a,-,-,-,-
waja1257,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,u,-,-,-,-
bayu1240,-,-,-,-,4,u,-,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-
dhal1245,-,-,-,-,4,u,-,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-
dhar1247,-,-,-,-,4,u,-,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-
kurr1243,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,u,-,-,-,-
pany1241,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,u,-,-,-,-
ngar1287,w,a,5,a,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
yind1247,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
nyun1247,-,-,-,-,k,-,-,a,-,-,-,d,i,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,T,-,-,-,-
warl1255,-,-,-,-,N,-,-,-,-,-,-,-,a,-,r,-,k,a,m,a,-,-,-,n,-,t,-,-,-,-,-,a,-,-,-,-
warl1254,-,-,-,-,m,-,-,-,-,-,-,-,i,-,l,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
waru1265,-,-,-,-,k,a,y,-,-,-,-,-,i,-,r,-,-,-,m,u,-,-,-,n,-,t,-,-,-,-,-,a,-,-,-,-
guri1247,-,-,-,-,p,i,n,a,-,k,-,-,a,-,r,i,5,-,-,a,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-
ngar1235,-,-,-,-,-,-,N,-,-,-,-,-,a,-,r,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mudb1240,-,-,-,-,b,i,n,a,-,k,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
jaru1254,-,-,-,-,b,i,n,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
adny1235,-,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,L,-,t,-,-,-,-,-,u,-,-,-,-
naru1238,w,-,-,a,m,-,-,-,-,b,-,-,a,-,-,-,-,-,-,-,-,-,-,d,-,T,-,-,-,-,-,a,-,-,-,-
dier1241,-,-,-,-,N,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,y,a,m,-,-,-,-,-,a,-,-,-,-
yand1253,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,l,-,k,-,-,-,-,-,a,-,-,-,-
dhuw1249,-,-,-,-,m,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,N,-,g,-,-,-,-,-,i,-,-,-,-
djam1256,-,-,-,-,m,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,N,-,g,-,-,-,-,-,i,-,-,-,-
gupa1247,-,-,-,-,m,i,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
guma1253,-,-,-,-,m,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,N,-,g,-,-,-,-,-,i,-,-,-,-
dhan1270,-,-,-,-,m,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,N,-,g,-,-,-,-,-,i,-,-,-,-
dayi1244,-,-,-,-,m,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,N,-,g,-,-,-,-,-,i,-,-,-,-
rita1239,-,-,-,-,m,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,N,-,g,-,-,-,-,-,i,-,-,-,-
yann1237,-,-,-,-,m,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,N,-,g,-,-,-,-,-,i,-,-,-,-
djin1253,g,a,d,a,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-
warl1256,-,-,-,-,T,-,-,-,-,-,-,-,i,-,n,-,-,-,-,a,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-
yany1243,-,-,-,-,l,-,-,-,-,-,-,-,a,-,n,-,t,-,-,a,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-
kala1377,-,-,-,-,N,-,-,-,-,-,-,-,u,-,l,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
alya1239,-,e,-,-,t,e,l,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,y,e,l,-
ande1247,y,a,-,-,t,e,l,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,m,-
west2441,-,-,-,-,k,-,-,-,-,-,-,-,a,-,l,-,T,-,-,e,-,-,-,n,-,-,-,-,-,-,-,e,-,-,m,e
