language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
kuka1246,-,-,-,-,w,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,5,-
nyam1271,-,-,-,-,t,-,-,u,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,a,-,-
nyan1301,-,-,-,-,p,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,i,-,-
mart1256,-,-,-,-,T,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,a,-,-
wanm1242,-,-,-,-,p,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,i,-,-
nhan1238,-,-,-,-,-,-,-,a,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,5,-,T,a,-,-
waja1257,-,-,-,-,g,-,-,a,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,d,-,b,i,-,-
bayu1240,-,-,-,-,k,-,-,a,n,-,-,-,d,-,a,-,4,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,u,-,-
dhal1245,-,-,-,-,N,-,-,a,n,-,-,-,d,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,u,-,-
dhar1247,-,-,-,-,N,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,u,-,-
kurr1243,-,-,-,-,T,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,a,-,-
pany1241,-,-,-,-,p,-,-,i,n,-,p,a,L,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,L,-,-,u,-,-
ngar1287,-,-,-,-,N,-,-,u,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,u,w,-,-,a,-,-,n,-,d,a,-,-
yind1247,-,-,-,-,T,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,a,-,-
nyun1247,-,-,-,-,b,-,-,o,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,a,n,-
warl1255,-,-,-,-,w,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,5,-,p,i,-,-,r,-,-,i,-,-
waru1265,-,-,-,-,w,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,5,-,p,i,-,-,r,-,-,i,-,-
guri1247,-,-,-,-,b,-,-,e,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,N,-,-,-,-,-,r,-,-,i,-,-
ngar1235,-,-,-,-,-,-,-,-,-,-,-,-,d,-,a,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,u,N,-
mudb1240,-,-,-,-,w,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,5,-,b,i,r,i,r,-,-,i,-,-
jaru1254,-,-,-,-,-,-,-,-,-,-,-,-,d,-,a,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,u,N,a
naru1238,-,-,-,-,w,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,i,-,-
dier1241,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,-,m,p,a,N,a,-,-,-,-,-,-,r,-,-,a,-,-
yand1253,-,-,-,-,-,-,-,-,-,-,-,-,d,-,a,-,k,a,-,m,-,-,-,i,-,-,-,-,-,-,r,-,-,i,-,-
dhuw1249,-,-,-,-,g,-,-,E,-,-,-,-,L,-,-,-,-,u,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,y,-,-
djam1256,-,-,-,-,g,-,-,E,-,-,-,-,L,-,-,-,-,u,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,y,-,-
gupa1247,-,-,-,-,b,-,-,u,-,-,-,-,r,-,-,-,-,u,-,N,g,-,-,u,-,-,-,-,-,-,-,-,-,r,-,-
guma1253,-,-,-,-,n,-,-,a,5,d,T,a,w,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-
dhan1270,-,-,-,-,w,-,-,a,n,-,-,-,y,-,-,-,-,u,-,N,b,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
rita1239,-,-,-,-,g,-,-,a,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,g,a,-,L,k,-
yann1237,-,-,-,-,y,-,-,i,-,-,-,-,r,-,-,-,y,i,r,N,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
djin1253,-,-,-,-,m,-,-,u,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
waga1260,-,-,-,-,w,-,-,a,-,-,-,-,l,-,i,5,p,u,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,u,-,-
warl1256,-,-,-,-,p,-,-,i,-,-,-,-,n,T,i,N,-,u,-,l,-,-,-,a,-,-,-,-,-,-,r,-,-,a,-,-
kala1377,-,-,-,a,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-
alya1239,-,-,-,-,w,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,y,m,p,e,-,-,r,-,-,-,-,-
