language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
yidi1250,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,u,-,-,-,T,-,-,-,u,m,-
dyir1250,-,-,-,-,w,-,-,a,-,-,y,-,-,-,-,-,u,-,p,-,-,u,-,-,-,r,-,-,-,-,-,-
warr1255,-,-,-,-,b,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,a,n,-
paka1251,-,a,k,a,p,-,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,i,n,-
kuku1280,N,a,t,-,-,-,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
wikm1247,-,-,-,-,p,-,-,i,-,-,5,-,-,-,-,-,-,-,w,-,-,a,n,-,-,T,-,-,-,i,n,t
umpi1239,-,-,-,-,p,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,p,-,-,i,5,a,7,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
kanj1260,-,-,-,-,p,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,i,-,-,-,d,-,-,-,-,-,-
ngaa1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,u,n,t,i,l,-,-,-,i,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,u,n,t,i,l,-,-,-,i,-,-
pitj1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,u,n,t,i,l,-,-,-,i,-,-
kuka1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,m,-,a,-,-,-,-,i,-,-
nyam1271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,i,n,-,a,t,-,-,-,u,-,-
nyan1301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,i,n,-,a,t,-,-,-,u,-,-
mart1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,u,n,t,i,l,-,-,-,i,-,-
wanm1242,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,a,-,w,-,-,u,-,-,-,5,-,-,-,a,-,-
kara1476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,a,m,-,o,r,-,-,-,o,-,-
nhan1238,-,-,-,-,-,-,-,-,-,-,k,a,g,a,d,y,i,-,t,-,-,i,-,-,-,-,-,-,-,-,-,-
waja1257,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,u,-,t,-,-,u,-,-,-,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,g,-,-,u,-,-,-,l,-,-,-,-,-,-
dhal1245,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,l,-,-,-,-,-,-
dhar1247,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,g,-,-,u,-,-,-,l,-,-,-,-,-,-
kurr1243,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,p,-,-,u,-,-,-,y,-,-,-,i,-,-
pany1241,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,l,-,-,p,a,-,-
ngar1287,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,u,-,-,-,w,-,-,-,a,-,-
yind1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,i,-,-,-,d,-,-,-,i,-,-
nyun1247,-,-,-,-,-,-,-,-,-,-,m,a,-,-,n,y,o,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,p,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,i,-,-,-,d,-,-,-,i,-,-
warl1254,-,-,-,-,p,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,i,-,-,-,d,-,-,-,i,-,-
waru1265,-,-,-,-,p,-,-,i,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,i,-,-
guri1247,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,l,-,-,-,-,-,-
ngar1235,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,L,-,-,-,-,-,-
mudb1240,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,l,-,-,-,a,-,-
jaru1254,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,l,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,a,p,i,-,-
naru1238,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,b,-,-,a,-,-,-,r,-,-,-,a,-,-
dier1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,p,-,-,-,a,-,-
yand1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,L,-,-,-,i,-,-
dhuw1249,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,l,b,E,p,a,-,-
djam1256,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,l,b,E,p,a,-,-
gupa1247,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,l,-,-,-,-,-,-
guma1253,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,l,-,-,-,-,-,-
dhan1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,a,p,a,-,-
rita1239,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,u,-,-,-,l,-,-,-,-,-,-
djin1253,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-,w,-,-,u,-,-,-,p,-,-,-,i,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,e,n,7,-,-,a,w,-,u,r,-,-,-,-,-,-
warl1256,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,k,-,-,a,-,-,-,r,-,-,-,a,-,-
yany1243,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,a,-,-
kala1377,-,-,-,-,-,-,-,-,-,-,N,a,-,-,-,-,i,-,b,-,-,a,-,-,-,t,-,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,w,-,-,e,-,-,-,4,-,-,-,e,y,-
ande1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,w,-,-,e,-,-,-,4,-,-,-,e,-,-
west2441,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,e,-,-,-,4,-,-,-,e,-,-
