language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
pint1251,-,m,i,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,a,-,-,-,-
pitj1243,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,r,-,-,-,i,-,-,-,-
pint1250,-,5,i,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,i,-,-,-,-
kuka1246,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-,-,-,i,-,n,-,-
nyam1271,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,u,-,-,-,-
nyan1301,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,u,-,-,-,-
mart1256,-,l,i,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,a,-,-,-,-
wanm1242,-,y,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,a,-,-,-,-
kara1476,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-,g,-,o,-,-,-,-
kara1476,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,u,-,-,-,-
nhan1238,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,t,-,p,-,i,-,-,-,-
waja1257,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,r,-,-,-,i,-,-,-,-
bayu1240,-,-,-,-,k,-,-,u,n,-,-,-,-,-,-,-,-,d,-,-,u,-,-,r,-,-,-,a,-,-,-,-
dhal1245,-,-,-,-,k,-,-,u,n,-,-,-,-,-,-,-,-,d,-,-,u,-,-,r,-,-,-,a,-,-,-,-
dhar1247,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,t,-,-,-,a,-,-,-,-
kurr1243,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,n,-,-,-,-,-,-,-,-
pany1241,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,u,-,-,-,-
ngar1287,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,n,-,-,-,-,-,-,-,-
yind1247,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,w,-,-,u,-,-,n,-,-,-,-,-,-,-,-
nyun1247,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,g,-,a,-,t,-,-
warl1255,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,t,-,t,-,-,-,a,-,-,-,-
warl1254,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,-,t,-,-,-,i,-,-,-,-
waru1265,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,u,-,-,-,-
guri1247,-,w,a,-,T,-,-,a,-,-,-,-,-,-,-,-,-,w,-,-,u,-,-,r,-,-,-,u,-,-,-,-
ngar1235,-,w,a,-,T,-,-,a,-,-,-,-,-,-,-,-,-,w,-,-,u,-,-,r,-,-,-,u,-,-,-,-
mudb1240,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,5,-,u,7,7,-,-
jaru1254,d,T,a,-,d,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-
walm1241,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,t,-,-,-,u,-,-,-,-
adny1235,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,i,-,-,-,-
naru1238,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,L,-,b,-,a,-,-,-,-
dier1241,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,L,-,-,-,a,-,-,-,-
yand1253,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,L,-,-,-,a,-,-,-,-
dhuw1249,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,N,-,a,-,-,-,-
djam1256,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,w,-,a,-,n,-,-
gupa1247,-,-,-,-,m,-,-,i,5,-,-,-,a,-,-,-,-,N,-,-,a,-,-,l,a,N,-,a,-,l,-,-
guma1253,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,N,-,a,-,-,-,-
dhan1270,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,w,-,a,-,n,-,-
dayi1244,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,w,-,a,-,n,-,-
rita1239,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,L,-,-,-,a,-,7,-,-
yann1237,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,N,-,a,-,-,-,-
djin1253,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,i,N,k,a,-,L,-,-
waga1260,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,n,k,7,-,-,-,a,-,t,-,-
warl1256,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,r,-,-,-,i,-,-,-,-
yany1243,-,k,u,T,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,u,-,-,-,-
kala1377,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,a,-,u,-,-
alya1239,-,-,e,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,5,-,-,-,-,-,-,-,-
ande1247,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,n,-,p,-,-,-,-,-,-
west2441,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,n,-,p,-,e,-,-,-,-
