language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
bayu1240,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,y,-,-,-,b,a,-,-,-,-,-,d,-,-,-,-,a,-,-
dhal1245,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,y,-,-,-,b,a,-,-,-,-,-,d,-,-,-,-,a,-,-
dhar1247,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,b,a,-,-,-,-,-,n,-,-,-,-,a,-,-
kurr1243,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,T,-,-,-,-,i,-,-
pany1241,-,-,-,p,i,m,p,a,r,-,a,-,-,-,-,-,m,-,-,-,-,-,-,p,a,-,-,-,-,-,r,-,-,-,-,a,-,-
ngar1287,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,L,-,-,i,-,-,-,b,i,-,-,-,-,-,d,-,-,-,-,i,-,-
yind1247,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,L,-,-,i,-,-,-,w,i,-,-,-,-,-,d,-,-,-,-,i,-,-
nyun1247,-,-,-,k,-,-,-,-,-,-,a,-,i,-,-,-,y,-,-,a,-,-,-,b,a,-,-,-,-,-,r,-,-,-,-,-,-,-
warl1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,u,-,-,-,-,-,r,-,-,-,-,a,-,-
warl1254,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,g,i,-,-,-,-,-,r,-,-,-,-,i,-,-
waru1265,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-
guri1247,-,-,-,T,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,i,-,-,-,-,-,5,-,i,-,n,a,-,-
ngar1235,-,-,-,T,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,i,-,-,-,-,-,5,-,i,-,n,a,-,-
mudb1240,-,-,-,T,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,i,-,-,-,-,-,5,-,i,-,n,a,-,-
jaru1254,-,-,d,T,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,i,-,n,a,-,-
adny1235,a,w,i,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-
naru1238,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,u,-,-
dier1241,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,l,d,r,i,-,-,-,p,i,l,d,-,-,-,r,-,-,-,-,i,-,-
yand1253,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
dhuw1249,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,k,a,-,-,-,-,-,r,-,-,-,-,a,n,-
djam1256,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,k,a,-,-,-,-,-,r,-,-,-,-,a,n,-
gupa1247,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,k,a,-,-,-,-,-,r,-,-,-,-,a,n,-
guma1253,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,k,a,-,-,-,-,-,r,-,-,-,-,a,n,-
dhan1270,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,a,-,-,-,-,-,d,-,-,-,-,a,-,-
dayi1244,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,k,a,-,-,-,-,-,r,-,-,-,-,a,n,7
rita1239,-,-,-,b,-,-,-,a,n,-,a,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,a,7,-
yann1237,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,N,-,t,u,n,-
djin1253,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,i,l,-,5,-,-,t,T,i,-,-,-,-,-,g,-,-,-,-,i,-,-
waga1260,-,-,i,p,-,-,-,-,-,-,u,-,-,-,-,-,l,-,y,a,-,-,-,p,i,-,-,-,-,-,l,-,-,-,y,i,-,-
warl1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,i,-,-,-,-,-,r,-,-,-,s,i,-,-
yany1243,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,a,-,-,-,T,a,-,-,-,-,-,r,-,-,-,-,-,-,-
kala1377,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,i,-,-,-,p,a,-,-,-,-,-,n,-,-,-,-,i,-,-
alya1239,a,-,-,w,-,-,-,-,-,-,e,-,-,-,-,-,l,-,y,a,-,-,-,w,e,-,-,-,-,-,l,-,-,-,-,y,-,-
