language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46
ngar1287,-,-,-,-,-,-,-,b,a,-,-,b,-,a,-,-,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,a,-,-,-,-,-
yind1247,-,-,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
nyun1247,-,-,-,-,-,-,-,g,-,-,-,-,-,o,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,o,n,-,-,-,-
warl1255,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-
warl1254,-,-,-,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-
waru1265,-,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,T,i,n,a,p,a,-,-,-,-,-
guri1247,-,-,-,-,-,-,-,T,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,a,-,-,-,5,-,-,-,-,-,-,k,-,-,a,r,a,-,-,-,-,-
ngar1235,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-,-,-,w,-,-,-,-,a,-,w,u,5,-,-,-,-,-,-,T,-,-,-,-,a,-,-,-,-,-
mudb1240,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,a,-,-,-,5,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-
jaru1254,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
adny1235,-,-,a,-,-,-,-,w,i,-,-,m,-,u,-,-,-,-,-,r,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
naru1238,-,g,a,-,-,-,-,b,i,-,-,-,-,-,-,-,-,-,-,d,-,T,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dier1241,-,-,-,-,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,r,-,k,-,-,a,-,-,-,n,t,a,t,-,-,a,T,-,-,-,-,i,n,k,a,t,a
yand1253,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
dhuw1249,-,-,-,-,-,-,-,4,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,a,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,-,-,4,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,a,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gupa1247,-,-,-,-,-,-,-,4,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,a,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dayi1244,-,-,-,-,-,-,-,N,a,-,-,4,d,a,-,-,-,-,-,r,-,k,-,t,i,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
djin1253,-,-,-,-,-,-,-,m,a,n,i,b,-,a,n,-,-,-,-,d,-,-,-,-,a,-,-,-,5,-,-,d,T,i,d,T,-,-,-,-,i,-,-,-,-,-
waga1260,-,-,-,-,-,-,-,w,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,N,k,-,-,-
yany1243,-,N,a,n,N,a,n,m,a,-,-,n,t,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kala1377,-,-,-,-,-,-,-,N,-,-,-,-,-,u,-,-,-,k,i,n,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
alya1239,a,N,-,-,-,-,-,k,-,-,-,-,-,e,-,-,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,w,-,-,-,-,-
ande1247,-,n,-,-,-,-,-,T,-,-,-,-,-,e,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,w,-,-,-,-,-
