language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
djam1256,-,-,-,w,a,N,g,i,7,y,-,u,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
gupa1247,-,-,-,4,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,n,-
guma1253,-,-,-,w,a,N,g,i,7,y,-,u,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
dhan1270,-,-,-,b,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,g,-,a,n,-
dayi1244,-,-,-,w,a,N,g,i,7,y,-,u,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
rita1239,-,-,-,4,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,n,-
yann1237,-,-,-,4,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,n,-
djin1253,-,-,-,5,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,m,-,-,-,-,i,g,-,i,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,T,-,-,e,-,-,-,-,-,m,-,-,-,-
warl1256,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,-,T,-,-,u,n,-,-,-,-,m,-,a,-,-
yany1243,-,-,-,w,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,u,N,k,a,y,a,r,-,a,-,-
kala1377,-,-,-,g,-,-,-,-,-,-,-,a,-,-,n,u,p,u,l,-,-,m,-,-,-,-,-,-,-,a,i,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,t,-,-,e,-,-,-,-,-,n,-,-,-,-
ande1247,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,t,-,-,e,-,-,-,-,-,n,-,e,m,-
west2441,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,T,-,-,a,-,-,-,-,-,n,-,e,m,e
