language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
mart1256,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
wanm1242,-,-,-,-,-,-,-,-,T,a,-,-,-,-,-,-,-,w,a,-,-,-,l,y,T,a,w,a,l,-,y,p,a,-,-,-
kara1476,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,n,T,-
kara1476,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,5,-
nhan1238,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
waja1257,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
bayu1240,-,-,-,-,-,N,a,m,b,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
dhal1245,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,d,-,-,i,r,-,-,-,a,-,-,-
dhar1247,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
kurr1243,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
pany1241,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,u,-,-,-
ngar1287,-,-,-,-,-,b,i,n,k,u,b,u,n,t,a,r,i,w,a,-,-,-,n,-,-,-,-,-,d,-,-,-,a,-,-,-
yind1247,-,-,-,-,-,-,-,-,g,u,-,-,-,-,-,r,-,-,a,-,-,-,d,-,-,-,-,-,-,-,-,-,u,-,-,-
nyun1247,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
warl1254,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
waru1265,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
guri1247,-,-,-,-,-,-,-,-,k,i,-,-,-,-,-,-,-,y,a,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-
ngar1235,-,-,-,-,-,-,-,-,g,i,-,-,-,-,-,-,-,y,a,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-
mudb1240,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,b,-,i,l,-,-,-,-,-,-,-,-,-,i,-,-,-
jaru1254,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
adny1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-,-,-
naru1238,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,d,-,-,-,-,-,-,-,-,-,a,-,-,-
dier1241,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
yand1253,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,5,-,-,-,-,-,-,-,-,-,a,-,-,-
dhuw1249,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,-,-,-,-,-,u,-,-,-
djam1256,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,-,-,-,-,-,u,-,-,-
gupa1247,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,i,y,-,-,-,a,-,-,-
guma1253,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,i,5,i,d,-,i,-,-,-
dhan1270,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
dayi1244,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,k,-,-,-,-,i,k,-,-,-,i,-,7,-
rita1239,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,-,T,-,-,-,u,-,7,-
yann1237,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-
djin1253,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-,-
waga1260,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,e,n,t,-
warl1256,-,-,-,-,-,-,-,-,w,a,-,-,-,-,-,-,-,y,a,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-,-,-
yany1243,-,-,-,-,-,n,a,-,w,-,-,-,-,-,-,-,-,-,a,b,-,i,T,-,-,-,-,-,-,-,-,-,a,-,-,-
kala1377,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,o,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-,r,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,t,-,-,n,-,-,-,-,-,-,-,-,-,e,-,m,-
west2441,-,-,-,-,-,t,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,-
