language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
kuka1246,-,-,-,-,t,-,-,T,-,-,a,-,-,-,-,-,k,-,-,a,t,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nyam1271,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,-,N,u,p,-,-,-,-,i,-,-,-
nyan1301,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
mart1256,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,-,w,-,-,a,L,-,-,-,u,-,-,n,-,-,-,-,-,-,u,-,-,-
kara1476,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kara1476,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,l,-,-,a,m,-,-,-,a,-,-,n,-,p,-,-,-,-,a,-,-,-
bayu1240,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,a,r,-,-,-,i,-,-,m,-,-,-,-,-,-,a,-,-,-
dhal1245,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,a,r,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,-,-
dhar1247,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,a,-,-,-
pany1241,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,k,u
ngar1287,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
yind1247,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
nyun1247,-,-,-,-,-,-,-,d,-,-,a,-,-,-,-,-,n,-,k,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
warl1254,-,-,-,-,-,-,-,T,a,m,a,-,-,l,a,-,m,a,l,a,k,-,-,-,a,r,i,m,-,-,-,-,-,-,i,-,-,-
waru1265,-,-,-,-,-,-,-,T,-,-,a,-,-,l,a,-,p,-,-,a,t,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-
guri1247,-,-,-,-,-,-,-,T,-,-,a,-,-,k,i,-,p,-,m,a,n,-,-,-,a,-,-,n,-,-,-,-,-,-,a,-,-,-
ngar1235,-,-,-,-,-,-,-,T,-,-,a,-,-,g,i,-,b,-,g,a,r,-,-,-,i,-,-,5,-,-,-,-,-,-,a,-,-,-
mudb1240,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
jaru1254,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,b,-,-,i,r,e,i,m,a,-,-,n,-,-,-,-,-,-,a,-,-,-
walm1241,-,-,-,-,-,-,-,N,-,-,a,p,a,r,e,-,m,-,-,a,l,-,-,-,a,-,-,5,-,m,-,-,-,-,a,-,-,-
adny1235,-,-,-,-,-,-,-,y,-,-,a,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-
naru1238,-,-,-,-,-,-,-,d,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-
dier1241,m,a,n,a,t,e,r,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,t,-,-,-,-,a,-,-,-
yand1253,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-
dhuw1249,-,-,-,-,-,-,-,d,-,-,E,-,-,p,u,-,w,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-
djam1256,-,-,-,-,-,-,-,d,-,-,E,-,-,p,u,-,w,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-
gupa1247,-,-,-,-,-,-,-,d,-,-,E,-,-,p,u,-,w,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-
guma1253,-,-,-,-,-,-,-,d,-,-,E,-,-,p,u,-,w,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-
dhan1270,-,-,-,-,-,-,-,d,-,-,E,-,-,p,u,-,w,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-
dayi1244,-,-,-,-,-,-,-,d,-,-,E,-,-,p,u,-,w,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-
djin1253,-,-,-,-,-,-,-,T,-,-,a,-,-,b,i,r,w,-,-,a,-,-,-,-,-,-,-,N,i,T,-,-,-,-,i,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,a,l,-,-,k,e,-,-,y,-,-,-,-,-,-,e,l,-,-
