language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41
pitj1243,-,-,-,p,-,-,-,-,-,-,-,-,u,n,-,-,k,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
pint1250,-,-,-,p,a,-,-,l,-,y,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,N,-,u,-,-
kuka1246,-,-,-,p,a,t,a,l,-,y,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,k,-,u,-,-
nyam1271,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
nyan1301,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mart1256,-,-,-,T,u,-,-,l,-,y,-,-,u,l,y,u,y,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
wanm1242,-,-,-,p,u,-,-,n,-,-,-,-,-,-,-,-,k,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kara1476,-,-,-,b,-,-,-,-,-,-,-,-,o,N,-,-,g,a,-,-,n,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kara1476,-,-,-,b,-,-,-,-,-,-,-,-,o,N,-,-,g,a,-,-,n,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nhan1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
waja1257,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
bayu1240,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,a,-,-
dhal1245,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,l,-,g,-,i,-,n
dhar1247,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
kurr1243,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,a,y,i
pany1241,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,u
ngar1287,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,a,-,-
yind1247,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,a,-,-
nyun1247,d,a,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
warl1254,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,m,-,i,-,-
waru1265,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n
guri1247,p,a,t,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,5,a,n,-,a,-,-
ngar1235,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,5,-,a,-,-
mudb1240,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
jaru1254,d,o,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,m,a,n,-,a,-,-
adny1235,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,d,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
naru1238,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,d,-,T,-,a,-,-
dier1241,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
yand1253,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
dhuw1249,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,k,i,r,-,-,-,-,-,i,-,-,-,-,-,-,-
djam1256,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,k,i,r,-,-,-,-,-,i,-,-,-,-,-,-,-
gupa1247,-,-,-,w,-,-,-,-,-,-,-,-,i,r,d,-,T,a,-,-,w,-,-,-,-,-,i,r,d,T,a,7,y,u,-,-,n,-,-,-,-
guma1253,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,k,i,r,-,-,-,-,-,i,-,-,-,-,-,-,-
dhan1270,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
dayi1244,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,a,N,-,k,-,-,-,-,-,-,-,u,-,-,n,-,-,-,-
rita1239,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
yann1237,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,-,-,-,-,u,l,-,-,u,7,y,u,-,-,n,-,-,-,-
djin1253,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,m,i,d,-,T,-,-,-,i,-,-,-,-,-,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1256,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
yany1243,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,m,u,n,u,m,u,n,-,-,-,-,-,u,-,-,-,-,-,-,-
kala1377,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,r,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,y,t,n,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,y,-,e,-,l
ande1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,y,t,n,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,m,-,-,-,-
west2441,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,5,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,a,-,-
