language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
taba1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,-
lihi1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,e,n,-,-
tang1348,-,-,-,-,-,i,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-
tiga1245,-,-,-,-,-,e,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,l,-,-
ngun1274,-,-,-,-,-,e,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,o,-,-,-
lele1267,-,-,-,-,-,a,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,e,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,e,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,i,-,-,y,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,i,-,-,y,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,-,z,-,-,o,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,-,z,-,-,o,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,z,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,z,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,t,-,-,a,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,t,-,-,a,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2858,-,-,n,-,-,e,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,o,-,-,-
sout2859,-,-,n,-,-,e,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
arak1252,-,-,k,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,o,-,-,-
hano1246,-,-,-,-,-,a,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
nese1235,v,i,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,l,-,-,a,-,-,-,-,l,o,N,a,8,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,l,-,-,a,-,-,-,-,l,o,N,a,8,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,m,-,-,E,-,-,-,-,l,3,-,-,v,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,m,-,-,E,-,-,-,-,l,3,-,-,v,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,m,-,-,E,-,-,-,-,l,-,-,-,v,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,m,-,-,E,-,-,-,-,l,-,-,-,v,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,m,-,-,E,-,-,-,-,l,-,-,-,v,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
malu1245,-,-,m,-,-,E,-,-,-,-,l,-,-,-,v,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
maee1241,-,-,n,-,-,E,-,-,-,-,l,-,-,-,v,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
maee1241,-,-,n,-,-,E,-,-,-,-,l,-,-,-,v,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
vaoo1237,-,-,l,-,-,a,n,E,l,o,l,o,-,-,8,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,E,-,-,-
vaoo1237,-,-,l,-,-,a,n,E,l,o,l,o,-,-,8,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,E,-,-,-
nasa1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,u,-,-,-,-,-,-,-,a,t,-,-
nasa1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,u,-,-,-,-,-,-,-,a,-,-,-
dixo1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-
lete1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
labo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-
litz1237,-,-,r,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
vinm1237,-,-,r,-,-,e,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
sout2857,-,-,-,-,-,e,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,i,-,-,-,-,-,y,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
sout2857,-,-,-,-,-,e,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,i,-,-,-,-,-,y,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
nati1244,-,i,t,o,7,o,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
niti1249,t,o,l,-,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
niti1249,t,o,l,-,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,l,-,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,l,-,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,k,-,-,u,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
rere1240,-,-,r,-,-,e,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
rere1240,-,-,r,-,-,e,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
unua1237,-,-,r,-,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
unua1237,-,-,r,-,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
wala1267,m,E,l,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
wala1267,m,E,l,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
nisv1234,-,-,p,-,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,E,r,-,-
port1285,-,-,p,-,-,E,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,e,r,-,-
aulu1238,-,-,f,-,-,i,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,x,-,-,-,-,-,t,-,-,-,-,-,-,-,-,e,-,-,-
