language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
matu1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-
mind1255,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,i,-
wabb1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-
awad1244,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-
woge1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,-,e,-
kair1263,-,-,-,-,-,-,q,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,u,-
onto1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-,-,-,-,-,-,-,-,e,-
sika1261,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-,-,-,-,-,-,-,-,e,-
nuku1259,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,a,-
futu1245,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,a,-
mele1250,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,a,-
tiko1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,i,-
tiko1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,e,-
anut1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,e,-
anut1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,a,-
samo1305,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-,-,-,-,-,-,-,-,e,-
samo1305,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,a,-
west2516,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,a,-
east2447,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,a,-
east2447,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,a,-
wall1257,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
tong1325,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-
niue1239,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
emae1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,a,-
toke1240,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,a,-
raro1241,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,e,-
penr1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,e,-
tuam1242,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,e,-
mang1401,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,e,-
mang1401,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,e,-
rapa1244,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,7,-,-,-,-,-,-,-,-,e,-
rapa1244,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,a,-
rapa1244,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,e,-
maor1246,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,e,-
puka1242,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-,-,-,-,-,-,-,-,e,-
nort2845,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,m,-,-,a,-,k,u,-,-,m,-,-,-,-,-,-,-,-,a,-
nort2845,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,7,-,-,-,-,-,-,-,-,e,-
hawa1245,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-,-,-,-,-,-,-,-,e,-
tahi1242,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,e,-
nuku1258,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,e,-
west2519,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,T,-,-,t,-,s,u,-,-,v,-,-,-,-,-,-,-,-,e,-
bola1250,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,v,-,-,-,-,-,-,-,-,e,-
bulu1253,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,v,-,-,-,-,-,-,-,-,e,-
unea1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,b,-,-,-,-,-,-,-,-,e,-
unea1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,b,-,-,-,-,-,-,-,-,e,-
naka1262,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,k,-,-,-,-,-,-,-,-,e,-
naka1262,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,k,-,-,-,-,-,-,-,-,e,-
dori1246,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,f,-,-,-,-,-,-,-,-,e,-
wala1266,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,a,-
kwar1239,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,f,-,-,-,-,-,-,-,-,e,-
baeg1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,i,-
baeg1237,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,f,-,-,-,-,-,-,-,-,e,-
fata1245,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,f,-,-,-,-,-,-,-,-,e,-
toab1237,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,f,-,-,-,-,-,-,-,-,a,-
toab1237,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,f,-,-,-,-,-,-,-,-,a,-
bael1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,f,-,-,-,-,-,-,-,-,e,-
bael1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,i,-
gula1270,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,f,-,-,-,-,-,-,-,-,e,-
long1395,-,-,-,-,-,-,b,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,7,-,-,-,-,-,-,a,-,i,-
oroh1237,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,h,-,-,-,-,-,-,-,-,e,-
area1240,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,h,-,-,-,-,-,-,-,-,e,-
saaa1240,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,h,-,-,-,-,-,-,-,-,e,-
kahu1241,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-,-,-,-,i,-
aros1241,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,h,-,-,-,-,-,-,-,-,e,-
mala1484,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,v,-,-,-,-,-,-,-,-,e,-
bira1254,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,v,-,-,-,-,-,-,-,-,e,-
leng1259,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,x,-,-,-,-,-,u,-,-,v,-,-,-,-,-,-,-,-,e,-
bugh1239,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
bugh1239,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
gela1263,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
gela1263,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
mada1285,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,p
baro1253,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,o,-
tang1348,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lihi1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,e,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,3,-,-,-,-,-,u,-,-,p,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,3,-,-,-,-,-,u,-,-,p,-,-,-,-,-,-,-,-,-,-
labe1239,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,p,-,-,-,-,-,-,-,-,-,-
kand1301,-,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,p,-,-,-,-,-,-,-,-,u,-
ramo1244,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,p,-,-,-,-,-,-,-,-,3,-
patp1243,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
patp1243,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mini1251,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,v,-,-,-,-,-,-,-,-,a,-
bilu1244,-,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-
tiga1245,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,a,-
tiga1245,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,a,-
tian1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-
nali1244,-,-,-,-,s,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,e,-,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
lewo1242,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
lame1260,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
bier1244,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
baki1244,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
baki1244,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
bier1246,-,-,-,-,-,-,k,-,-,a,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maii1238,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
port1286,-,n,-,b,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
lonw1238,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,a,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,a,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,m,-,-,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,m,-,-,-,-,o,o,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,m,-,-,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,w,-,-,a,n,y,d,Z,-,-,-,-,-,-,-,-,u,-,-,d,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,b,-,-,-,-,-,-,-,-,3,t
