language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53
long1395,-,-,-,-,-,-,-,m,-,-,-,w,-,-,a,-,-,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,m,-,a,-,-,r,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,a,-,7,-,-,a,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,w,a,r,-,a,-,r,-,-,a,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,a,m,a,a,-,-,r,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,a,-,7,-,-,a,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
leng1259,k,-,-,-,-,i,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leng1259,r,-,a,-,-,u,-,m,-,-,-,-,-,-,a,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
mada1285,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,m,-,a,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,u,-,-
tang1348,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,u,-,-
lihi1237,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-
lihi1237,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-
surs1246,-,-,-,-,-,-,-,m,-,-,-,-,-,-,3,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,u,-,-
surs1246,-,-,-,-,-,-,-,m,-,-,-,-,-,-,3,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,u,-,-
ramo1244,l,-,i,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mini1251,l,-,u,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tiga1245,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,o,-,-,-,-,-
tiga1245,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,o,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tian1237,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,k,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tian1237,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,k,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-
nali1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,r,-,a,T,h,t,-,s,h,a,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-
nali1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,r,-,a,T,h,t,-,s,h,a,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-,k,-,-,-,-,-,e,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,a,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,a,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-,k,-,-,-,-,-,e,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,m,-,a,-,-,l,-,-,-,a,-,k,-,-,-,-,-,e,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,m,-,a,-,-,l,-,-,-,a,-,k,-,-,-,-,-,e,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lewo1242,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
lewo1242,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
lame1260,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-
lame1260,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,a,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,a,-,-,-,-,-
baki1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,m,-,i,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
baki1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,m,-,i,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
bier1246,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,l,-,-,-,-,-,-,-,-,e,-,k,-,-,-,-,-,e,-,-,-,h,-,-,-,-,-,-,-,-,e,-,-,-,-,-
bier1246,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,l,-,-,-,-,-,-,-,-,e,-,k,-,-,-,-,-,e,-,-,-,h,-,-,-,-,-,-,-,-,e,-,-,-,-,-
orko1234,-,-,-,-,-,-,-,m,-,-,-,-,-,-,3,l,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1286,-,-,-,-,-,-,-,m,-,-,-,-,-,w,e,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1286,-,-,-,-,-,-,-,m,-,-,-,-,-,w,e,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,m,i,m,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,m,i,m,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,E,m,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,a,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,E,m,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,a,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-
