language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58
nana1258,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,b,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-
woge1237,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mana1295,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,o,-
onto1237,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,e,-,-,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,e,-,-,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,e,-,-,r,-,-,e,-,v,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,e,-,-,r,-,-,e,-,v,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,e,-,-,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,e,-,-,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nuku1259,r,-,-,e,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,e,-,-,r,-,-,e,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nuku1260,n,-,-,e,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,e,-,-,n,-,-,e,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
kapi1249,l,-,-,e,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,l,-,-,e,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
samo1305,7,-,-,a,-,-,p,-,o,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,a,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,e,-,-,v,-,-,-,e,-,-,-,-,-,-,-
samo1305,7,-,-,a,-,-,p,-,o,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,a,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,e,-,-,v,-,-,-,e,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,p,-,o,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,e,-,-,v,-,-,-,e,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,p,-,o,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,e,-,-,v,-,-,-,e,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,m,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,r,-,-,e,-,v,-,-,-,-,-,e,-,-,-,r,-,-,e,-,-,v,-,-,-,e,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,e,-,-,v,-,-,-,e,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,v,e,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,l,-,-,e,-,v,-,-,-,-,-,e,-,-,-,l,-,-,e,-,-,v,-,-,-,e,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,u,t,o,u,a,-,f,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,o,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,o,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pile1238,t,-,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,t,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,t,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,t,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,t,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,t,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,t,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,p,-,u,-,-,n,-,g,-,-,-,-,-,-,-,-,a,w,e,r,-,-,e,-,w,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,p,-,u,-,-,n,-,g,-,-,-,-,-,-,-,-,a,w,e,r,-,-,e,-,w,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,p,-,u,-,-,n,-,g,-,-,-,-,-,-,-,-,a,w,e,r,-,-,e,-,w,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,p,-,u,-,-,n,-,g,-,-,-,-,-,-,-,-,a,w,e,r,-,-,e,-,w,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,p,-,u,-,-,n,-,g,-,-,-,-,-,-,-,-,a,w,e,r,-,-,e,-,w,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,p,-,u,-,-,n,-,g,-,-,-,-,-,-,-,-,a,w,e,r,-,-,e,-,w,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,t,-,u,k,u,t,u,k,-,-,-,-,-,-,-,-,u,-,-,r,-,-,a,-,h,-,-,-,-,-,i,-,-,-,n,-,-,u,-,-,k,-,-,-,u,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,m,-,a,-,-,n,-,g,-,-,-,-,-,-,-,-,a,m,a,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,a,v,e,-,-,-,e,-,v,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,a,v,e,-,-,-,e,-,v,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,a,v,e,-,-,-,e,-,v,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,a,v,e,-,-,-,e,-,v,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,a,v,e,-,-,-,e,-,v,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,p,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,a,v,e,-,-,-,e,-,v,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,t,-,u,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
bauu1243,t,i,n,a,n,i,v,-,i,r,i,-,-,t,-,-,-,-,-,-,a,-,a,-,-,l,-,-,a,-,w,-,-,-,-,-,a,-,-,-,l,-,-,a,-,-,w,-,-,-,a,-,-,-,-,-,-,-
west2519,-,-,-,-,-,-,v,-,i,r,i,-,-,t,-,-,-,-,-,-,-,-,a,-,-,l,-,-,a,-,w,-,-,-,-,-,a,-,-,-,l,-,-,a,-,-,w,-,-,-,a,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,m,-,-,-,-,i,-,m,-,-,-,-,-,i,-,-,-,s,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
mera1242,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,g,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,g,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,g,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,g,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,f,-,-,-,-,-,u,-,-,-,7,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,f,-,-,-,-,-,u,-,-,-,7,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,-,o,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,-,o,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
long1395,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rihu1237,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
haun1237,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sant1413,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,i,-
tolo1254,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,o,m,i,T,t,S,i,-
tolo1254,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,i,n,y,-,d,-,-,-,-,-,Z,-,-,-,i,-,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,a,-,-,-,o,-,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,e,k,-,-,a,-,v,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,k,-,-,a,-,v,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
taba1261,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-,-,r,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-
surs1246,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,l,-,-,3,-,-,-,-,-,-,u,-,-,-,-,-,-,-
