language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55
nana1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,y,-,u,N,g,i,n,i,n,i,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
woge1237,-,-,-,-,-,-,-,N,-,a,-,-,-,r,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,5,-,-,-,-,-,-,-
kiss1246,-,-,-,-,-,-,-,N,w,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
meng1267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,r,u,m,-,-,a,-,k,i,a
onto1237,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,i,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
pile1238,-,p,o,-,n,-,-,g,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,u,-,-,t,-,-,a,n,g,-,-
raro1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,u,-,-,t,-,-,a,n,g,-,-
penr1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
mang1402,-,p,u,-,-,-,-,t,a,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
mang1402,-,p,u,-,-,-,-,t,a,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
puka1242,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
ruru1237,-,p,u,-,-,-,-,t,-,a,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
ruru1237,-,p,u,-,-,-,-,t,-,a,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
rotu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
bauu1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,T,-,-,-,t,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,a,-,-,-,-
west2519,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,T,-,-,-,t,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
muss1248,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
bulu1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,a,-,-,-,-
naka1262,-,-,-,-,-,-,-,m,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,m,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,g,w,a,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,a,-,-,-,-
dori1246,-,-,-,-,-,-,-,g,w,a,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,a,-,-,-,-
wala1266,-,-,-,-,-,-,-,g,w,a,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,i,-,-,a,-,-,-,-
wala1266,-,-,-,-,-,-,-,g,w,a,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,i,-,-,a,-,-,-,-
kwai1243,-,-,-,-,-,-,-,g,w,a,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,a,-,-,-,-
kwai1243,-,-,-,-,-,-,-,g,w,a,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,a,-,-,-,-
lauu1247,-,-,-,-,-,-,-,g,w,a,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,g,w,a,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,N,-,o,-,-,-,N,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,a,-,-,-,-
fata1245,-,-,-,-,-,-,-,N,-,o,-,-,-,N,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,a,-,-,-,-
toab1237,-,N,-,-,-,-,-,g,w,a,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,a,-,-,-,-
toab1237,-,N,-,-,-,-,-,g,w,a,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,a,-,-,-,-
toab1237,-,-,-,-,-,-,-,g,w,a,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,g,w,a,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
bael1237,-,n,-,-,-,-,-,-,-,o,-,-,-,N,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,a,-,-,-,-
gula1270,-,-,-,-,-,-,-,g,w,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,g,w,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
long1395,-,-,-,-,-,-,-,b,w,a,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
long1395,-,-,-,-,-,-,-,b,w,a,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,p,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,a,-,-,-,-
oroh1237,-,-,-,-,-,-,-,p,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,a,-,-,-,-
area1240,-,-,-,-,-,-,-,p,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,a,-,-,-,-
area1240,-,-,-,-,-,-,-,p,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,a,-,-,-,-
saaa1240,-,-,-,-,-,-,-,p,w,a,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,E,-,-,-,-
saaa1240,-,-,-,-,-,-,-,p,w,a,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,E,-,-,-,-
rihu1237,-,-,-,-,-,-,-,p,w,a,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,a,-,-,-,-
rihu1237,-,-,-,-,-,-,-,p,w,a,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,a,-,-,-,-
