language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59
litz1237,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,v,-,-,-,-,e,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vinm1237,-,-,-,-,-,n,u,-,-,-,w,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,w,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lare1249,-,-,-,-,-,n,-,-,-,-,b,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,f,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lare1249,-,-,-,-,-,n,-,-,-,-,b,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,f,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2857,-,-,-,-,-,n,e,-,-,-,b,-,-,-,-,-,i,y,l,-,b,-,-,a,-,-,-,-,-,r,-,-,-,-,a,-,b,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2857,-,-,-,-,-,n,e,-,-,-,b,-,-,-,-,-,i,y,l,-,b,-,-,a,-,-,-,-,-,r,-,-,-,-,a,-,b,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nati1244,-,-,-,-,-,n,e,-,-,-,b,-,-,-,-,-,3,-,l,-,v,-,-,a,-,-,-,-,-,r,-,-,-,-,a,-,v,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nati1244,-,-,-,-,-,n,e,-,-,-,b,-,-,-,-,-,3,-,l,-,v,-,-,a,-,-,-,-,-,r,-,-,-,-,a,-,v,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ling1265,-,-,-,-,-,n,E,-,-,n,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,v,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ling1265,-,-,-,-,-,n,E,-,-,n,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,v,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
niti1249,-,-,-,-,-,n,a,-,-,n,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rere1240,-,-,-,-,-,n,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,v,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rere1240,-,-,-,-,-,n,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,v,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
unua1237,-,-,-,-,-,n,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,v,-,-,-,-,E,-,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-,-
unua1237,-,-,-,-,-,n,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,v,-,-,-,-,E,-,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-,-
wala1267,-,-,-,-,-,n,-,-,-,-,b,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,v,-,-,-,-,E,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wala1267,-,-,-,-,-,n,-,-,-,-,b,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,v,-,-,-,-,E,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nisv1234,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,x,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,v,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,v,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,v,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,u,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,u,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bwen1239,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,v,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bwen1239,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,v,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
burm1263,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,f,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
burm1263,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,f,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leip1237,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
loni1238,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
papi1254,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,u,n,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tita1241,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tita1241,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tita1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
louu1245,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
liku1243,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,u,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyin1250,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,u,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seim1238,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wuvu1240,-,-,-,-,-,w,i,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kayu1243,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,k,-,-,-,-,3,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
biak1248,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,d,-,-,-,-,-,-,-,-,u,-,-,-,-,-
waro1242,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,r,u,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-
amba1265,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,i,-,-,d,-,-,-,-,-,-,-,-,u,-,-,-,-,-
wand1267,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,u,i,y,-,a,-
matb1237,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-,-,-,-,-,-,-,-,o,-,-,-,-,-
gebe1237,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-,-,-,-,-,-,-,-,o,-,-,-,-,-
asss1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,o,-,7,-,-,-
teop1238,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
teop1238,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
sapo1253,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,g,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-
hako1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,n,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
hali1244,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,g,-,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,u,-,-,-,-,-
solo1257,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-
bann1247,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-
lawu1237,-,-,-,-,e,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-
neha1247,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tora1259,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tora1259,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-
aluu1243,-,-,-,-,-,-,-,-,-,-,s,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
urua1242,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,k,-,-,-,-,u,-,-,r,-,-,-,u,-,-,m,-,u,-,-,-,-,-
urua1242,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,k,-,-,-,-,u,-,-,r,-,-,-,u,-,-,m,-,u,-,-,-,-,-
rovi1238,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,a,m,a,N,a,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-
ughe1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
duke1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
hoav1238,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kusa1251,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,u,-,-,s,-,-,-,-,-,-,-,-,u,-,-,-,-,-
vang1243,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,-,-,u,-,-,m,-,u,-,-,-,-,-
vang1243,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,-,-,u,-,-,m,-,u,-,-,-,-,-
kubo1244,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
lung1249,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
simb1256,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
sisi1250,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
seng1280,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
riri1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vagh1249,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,n,-,y,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,Z,-,-,-,-,a,-,-,l,a,-,-,o,k,o,k,-,a,-,-,-,-,-
vagh1249,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,n,-,y,-,-,n,-,-,-,-,-,d,-,-,-,-,-,-,Z,-,-,-,-,a,-,-,l,a,-,-,o,k,o,k,-,a,-,-,-,-,-
vari1239,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
zaza1245,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-
blab1237,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-
koko1269,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
gaoo1237,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
mari1427,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-
suau1242,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,p,-,-,-,-,a,l,e,l,-,-,-,-,-,-,-,-,e,-,-,-,-,-
sali1295,-,-,-,-,-,n,a,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,m,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-
auhe1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,e,-,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-,-
auhe1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,e,-,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-,-
misi1243,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,u,m,w,-,-,-,-,a,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-
misi1243,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,u,m,w,-,-,-,-,a,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-
moli1248,-,-,-,-,-,w,e,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
moli1248,-,-,-,-,-,w,e,-,i,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
moli1248,-,-,-,-,-,w,e,-,i,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
dobu1241,-,-,-,-,-,w,e,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
dobu1241,-,-,-,-,-,w,e,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
guma1254,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,p,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
bwai1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
idun1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
diod1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-
gapa1238,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,k,-,-,e,-,a,-,-,k,-,-,-,e,-,-,-,-,a,-,-,-,-,-
ghay1237,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,k,e,i,e,i,a,-,-,k,e,i,e,i,-,-,-,-,a,-,-,-,-,-
tawa1275,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,e,-,-,l,-,-,-,-,-,-,-,-,e,-,-,-,-,-
weda1241,-,-,-,-,-,w,a,-,i,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
weda1241,-,-,-,-,-,w,a,-,i,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
ubir1237,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,u,-
kili1267,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,p,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-
muyu1244,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,p,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-
motu1246,-,-,-,-,-,g,-,-,u,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,h,-,-,-,u,-,-,-,-,a,-,-,-,-,-
motu1246,-,-,-,-,-,g,-,-,u,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,h,-,-,-,u,-,-,-,-,a,-,-,-,-,-
kuni1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-
lala1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,u,-,-,7,-,-,-,-,-,-,-,-,a,-,-,-,-,-
abad1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,o,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-
bala1307,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-
