language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
samo1305,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,7,a,n,-,-,-,o,-,-,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,f,-,i,-,-,-
tiko1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,f,-,i,-,-,-
anut1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,f,-,i,-,-,-
anut1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,p,-,i,-,-,-
east2447,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,f,-,i,-,-,-
east2447,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,a,n,-,-,-,o,-,-,-,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,f,-,i,-,-,-
mung1271,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,o,-,-,-,-,f,-,i,-,-,-
pile1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
mang1402,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-,-,-,o,-,-,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,a,7,-,-,-,i,-,-,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-,-,-,o,-,-,-,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-,-,-,o,-,-,-,-,-,-,-,-,-,-
rotu1241,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
bauu1243,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,T,t,s,i,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-
mudu1242,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,d,a,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
unea1237,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,d,-,a,-,-,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,i,-,-,-,-,-,-,-,-,-,-
mera1242,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,i,-,-,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,f,-,-,-,i,-,n,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,f,-,-,-,i,-,n,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,f,-,-,-,i,-,l,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,f,-,-,-,i,-,l,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,7,o,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,7,o,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,o,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,o,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,k,o,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
long1395,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,b,-,e,-,-,-,-,-,-,-,-,-,-
area1240,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,t,a,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,7,o,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,7,o,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
rihu1237,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-,-,-,o,-,-,-,-,-,-,-,-,-,-
rihu1237,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-,-,-,o,-,-,-,-,-,-,-,-,-,-
haun1237,-,-,-,-,-,-,h,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,o,-,-,-,-,x,-,-,-,o,-,-,-,-,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,h,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,x,-,-,-,o,-,-,-,-,n,-,a,-,-,-
sant1413,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,x,-,-,-,o,-,-,-,-,-,-,-,-,-,-
sant1413,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,x,-,-,-,o,-,-,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-,-,-,o,-,-,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-,-,-,o,-,-,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,v,-,-,-,i,-,n,-,e,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,v,-,-,-,i,-,n,-,e,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,v,-,-,-,i,-,n,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,v,-,-,-,i,-,n,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,v,-,-,-,i,-,n,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,v,-,-,-,e,-,n,-,e,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,v,-,-,-,e,-,n,-,e,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,v,-,-,-,e,-,n,-,e,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,v,-,-,-,e,-,n,-,e,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,b,-,e,-,-,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,v,-,-,-,i,-,n,-,a,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,v,-,-,-,i,-,n,-,a,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
taba1261,-,-,-,-,-,-,p,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,a,-,y,d,-,Z,-,i,-,-,-
lihi1237,-,-,-,-,-,-,p,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,i,-,-,e,-,-,-,-,s,-,-,-,-,-
siar1238,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
surs1246,-,-,-,-,-,-,p,-,-,-,-,-,-,-,i,-,n,-,-,-,s,-,-,-,-,-,-,-,-,3,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
patp1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,a,-,-,-,-,t,-,-,-,-,-
kuan1248,-,-,-,-,-,-,v,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,-,-
mini1251,-,-,-,-,-,-,v,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,o,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,-,-
bilu1244,-,-,-,-,-,-,v,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,-,-
bilu1244,-,n,a,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bilu1244,-,n,a,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2524,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-
west2524,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-
tian1237,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-
tiga1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lamu1255,-,-,-,-,-,-,w,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
