language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46
eviy1235,-,-,-,-,-,-,-,-,e,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bubi1250,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,a,k,a,-,-,-,-,-,-,-,-,-
tsog1243,-,-,-,-,-,-,-,-,e,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
simb1254,-,-,-,-,-,-,m,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,a,x,o,-,-,-,-,-,-,-,-,-
pinj1243,-,-,-,-,-,-,m,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,a,x,a,-,-,-,-,-,-,-,-,-
kand1300,-,-,-,-,-,-,m,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,a,x,a,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,x,o,o,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,x,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,x,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tete1250,-,-,-,-,-,-,-,-,n,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,e,-,e,-,-,-,-,-,-,-,-,-
bush1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,o,-,-,o,-,-,-,y,-,-
doee1238,-,-,-,-,-,-,k,-,u,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kwer1261,-,-,-,-,-,-,k,-,u,-,p,-,-,-,-,-,-,-,e,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kami1256,-,-,-,-,-,-,k,-,u,-,p,-,-,-,-,-,-,-,e,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
zara1247,-,-,-,-,-,-,k,-,u,-,p,-,-,-,-,-,-,-,e,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kutu1263,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,e,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
sham1280,-,-,-,-,-,-,k,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bond1247,-,-,-,-,-,-,k,-,u,i,s,-,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
zigu1244,-,-,-,-,-,-,k,-,u,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ngul1246,-,-,-,-,-,-,k,-,u,-,h,-,-,-,-,-,-,-,e,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,u
gogo1263,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kagu1239,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
lugu1238,-,-,-,-,-,-,k,-,u,-,p,-,-,-,-,-,-,-,e,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
lang1320,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tait1250,-,-,-,-,-,-,k,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
saga1256,-,-,-,-,-,-,-,-,-,-,t,-,w,a,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tave1240,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
chim1312,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,l,a,-,-,a,N,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,e,-,-,-,-,-,s,-,-,-,a,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,e,-,-,-,-,-,s,-,-,-,a,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,e,-,-,-,-,-,s,-,-,-,a,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,e,-,-,-,-,-,s,-,-,-,a,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,N,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,e,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
matu1259,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ngin1244,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mate1258,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mpot1240,-,-,-,-,-,-,k,-,u,-,b,-,7,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mand1423,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
yaoo1241,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mwer1248,-,-,-,-,-,-,-,-,-,-,b,-,h,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,n,g,-,-,-,a,5,a,-,-,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ndam1239,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mbun1248,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,N,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
pogo1243,-,-,-,-,-,-,k,-,u,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
pang1287,-,-,-,-,-,-,k,h,u,-,v,-,-,-,-,-,-,-,a,-,l,-,-,i,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nucl1379,-,-,-,u,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
hehe1240,-,-,-,u,-,-,k,-,u,-,k,-,-,-,-,-,-,-,a,-,l,-,-,i,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bena1262,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,l,-,-,i,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
sang1330,-,-,-,-,-,-,k,-,i,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vwan1235,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
fipa1238,-,-,-,u,-,-,k,-,u,-,s,-,-,-,-,-,-,-,o,-,-,-,-,-,l,-,-,-,o,s,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mamb1296,-,-,-,u,-,-,k,-,u,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,e,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wand1264,-,-,-,u,-,-,k,-,u,-,p,-,-,-,-,-,-,-,e,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyam1275,-,-,-,u,-,-,k,-,u,-,p,-,-,-,-,-,-,-,e,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
pimb1238,-,-,-,u,-,-,k,-,u,-,b,-,-,7,-,-,-,-,a,-,-,-,-,-,d,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
rung1255,-,-,-,u,-,-,k,-,u,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,z,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bung1265,-,-,-,-,-,-,k,-,u,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,z,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bend1258,-,-,-,-,-,-,k,-,u,-,p,-,-,-,-,-,-,-,a,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyih1240,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,z,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mali1279,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,z,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
lamb1272,-,-,-,u,-,-,k,-,u,-,v,-,-,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,e,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
safw1238,-,-,-,-,-,-,-,-,a,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,z,-,-,-,-,-,y,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
ndal1241,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyak1260,-,-,-,u,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyam1276,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kimb1242,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nila1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
toor1238,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyan1307,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyor1246,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
chig1238,-,-,-,o,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyam1277,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
zinz1238,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
haya1250,-,-,-,-,-,-,k,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kere1283,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
shub1238,-,-,-,-,-,-,g,-,u,-,h,-,-,-,-,-,-,-,a,-,r,u,-,u,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
hang1260,-,-,-,-,-,-,k,-,u,-,h,-,-,-,-,-,-,-,a,-,l,u,-,u,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
rund1242,-,-,-,-,-,-,g,-,u,-,h,-,-,-,-,-,-,-,a,-,r,-,-,u,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
haaa1252,-,-,-,u,-,-,g,-,u,-,h,-,-,-,-,-,-,-,a,-,l,u,-,u,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vinz1238,-,-,-,u,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,l,-,-,u,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
soga1242,-,-,-,o,-,-,k,-,u,b,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gwer1238,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gand1255,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
suba1238,-,-,-,-,-,-,-,-,-,-,b,-,-,h,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kuri1259,-,-,-,o,-,-,k,-,o,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kuri1259,-,-,-,o,-,-,k,-,o,-,b,-,-,h,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
