language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
ngom1270,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,t,S,-,E,m,b,-,-,-,-,-,-,-,-,-,a,-,-,-
ngom1270,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,k,y,-,E,m,b,-,-,-,-,-,-,-,-,-,a,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,e,m,b,-,-,-,-,-,-,-,-,-,a,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,e,m,b,-,-,-,-,-,-,-,-,-,E,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,e,m,p,-,-,-,-,-,-,-,-,-,E,-,-,-
sake1247,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,k,-,-,e,m,p,-,-,-,-,-,-,-,-,-,o,-,-,-
eviy1235,-,-,-,-,-,-,-,-,-,b,-,-,-,-,y,-,-,a,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
bubi1250,-,-,-,k,-,-,E,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
tsog1243,-,-,-,-,-,-,-,-,-,b,-,-,-,-,y,-,-,a,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
simb1254,-,-,-,-,-,-,-,-,-,b,-,-,i,b,y,-,-,a,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
pinj1243,-,-,-,-,-,-,-,-,-,b,-,-,i,b,y,-,-,a,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kand1300,-,-,-,-,-,-,-,-,-,b,-,-,i,b,y,-,-,a,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,x,-,-,e,e,z,a,-,a,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,a,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,e,-,z,-,-,a,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,e,e,z,a,-,a,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,a,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,e,-,z,-,-,a,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,e,-,z,-,-,a,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
bush1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,E,-,-,-,-,-,E,-,l,-
doee1238,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
kwer1261,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
kami1256,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
zara1247,-,-,-,h,-,y,u,-,-,m,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
kutu1263,-,-,-,5,-,-,u,-,-,n,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
sham1280,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
bond1247,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
zigu1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
ngul1246,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
gogo1263,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,i,i,i,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
kagu1239,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
lugu1238,-,-,-,-,-,-,-,-,-,m,-,-,-,-,k,-,-,e,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
lang1320,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,g,-,-,-,a,-,-,s,-,-,a,-,-,-
tait1250,-,t,-,S,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
saga1256,-,k,i,S,e,r,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
tave1240,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,u,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,u,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
swah1253,-,t,-,S,-,-,-,-,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
swah1253,-,t,-,S,-,-,u,-,-,m,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,u,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
matu1259,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
ngin1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
mate1258,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
mpot1240,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
mand1423,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
yaoo1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,y,-,-,-,e,-,-,t,-,-,e,-,-,-
mwer1248,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,y,-,-,-,e,-,-,t,-,-,e,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
ndam1239,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
mbun1248,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
pogo1243,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
pang1287,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
nucl1379,-,-,-,-,-,-,u,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
hehe1240,-,-,-,-,-,-,u,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
bena1262,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
sang1330,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
vwan1235,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
fipa1238,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,u,-,-,s,-,i,l,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
mamb1296,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,u,-,-,s,-,i,l,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,s,-,i,l,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
wand1264,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,e,-,-,-,-,-,m,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
nyam1275,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,e,-,-,-,-,-,m,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
pimb1238,-,-,-,-,-,-,u,-,-,m,-,-,t,-,S,-,-,e,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
rung1255,i,t,-,S,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
bung1265,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
bend1258,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,k,-,e,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
nyih1240,-,-,-,-,-,-,i,-,-,-,-,-,-,-,b,-,-,e,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
mali1279,-,-,-,-,-,-,i,-,-,-,-,-,-,-,v,-,-,e,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
lamb1272,-,-,-,-,-,-,i,-,-,m,-,-,-,-,b,-,-,e,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
safw1238,-,-,-,-,-,-,i,l,a,m,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
ndal1241,-,-,-,-,-,-,-,-,-,m,-,-,-,-,b,-,-,e,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
nyak1260,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,u,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
nyam1276,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
sumb1240,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
kimb1242,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,l,-,e,-,n,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,e,-,-,-
nila1242,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,l,e,e,-,n,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,e,-,-,-
toor1238,-,-,-,-,-,-,e,-,-,k,-,-,i,-,s,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
nyan1307,-,-,-,-,-,-,o,-,-,m,-,-,-,-,w,-,-,o,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
nyor1246,-,-,-,-,-,-,o,-,-,m,-,-,-,-,w,-,-,o,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
chig1238,-,t,-,S,-,-,e,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyam1277,-,-,-,-,-,-,o,-,-,m,-,-,-,-,w,-,-,o,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
zinz1238,-,-,-,-,-,-,o,-,-,m,-,-,-,-,w,o,-,o,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
haya1250,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,o,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
kere1283,-,-,-,-,-,-,o,-,-,m,-,-,-,-,w,-,-,o,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
shub1238,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
hang1260,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
rund1242,-,-,-,-,-,-,u,-,-,m,-,-,-,-,w,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
haaa1252,-,-,-,-,-,-,u,-,-,m,-,-,-,-,u,-,-,u,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
