language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54
bomi1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,v,-,-,-,-,y,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,o,-,l,-,-,-,o,-,-,-,-,-,-,-
yaka1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,a,-,k,-,-,-,a,-,-,-,-,-,a,-,-,-,-,-,-,-
ngom1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,u,-,d,-,-,-,u,-,-,-,-,-,-,-
sode1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,o,-,h,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
kele1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,a,-,w,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
beng1282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,5,-,-,-,E,-,N,g,-,-,E,-,-,-,-,-,-,-
yasa1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,a,-,-,w,-,-,u,-,-,u,-,p,-,-,-,a,-,-,-,-,-,a,-,-,-,-,-,-,-
dual1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,y,-,-,-,-,-,i,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mali1280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,g,-,o,-,-,-,-,-,o,-,-,-,-,d,-,-,i,-,-,i,-,b,-,-,-,a,-,-,-,-,-,a,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,e,k,E,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,e,k,E,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,e,-,-,-,-,-,e,k,E,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
ndas1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,o,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
wumb1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,o,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
sigh1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,-,-,-,-,-,u,-,-,-,-,n,-,-,o,-,-,o,-,k,-,-,-,o,-,-,-,-,-,o,-,-,-,-,-,-,-
osam1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,o,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
maho1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,z,-,-,u,-,z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
kota1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,o,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mwes1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,o,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
mban1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,i,k,o,-,-,o,-,k,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,E
kele1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,S,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
ngom1270,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,w,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
ngom1270,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,w,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,-,-,Z,-,-,-,-,-,u,-,Z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,-,-,Z,-,-,-,-,-,u,-,Z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,-,-,Z,-,-,-,-,-,u,-,Z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
sake1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,-,-,Z,-,-,-,-,-,u,-,Z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
eviy1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,b,-,-,-,-,-,E,m,b,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-
bubi1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,b,-,-,-,-,-,E,m,b,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
tsog1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,p,-,-,-,-,-,E,m,b,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-
simb1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,p,-,-,-,-,-,E,m,b,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-
pinj1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,E,m,b,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-
kand1300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,p,-,-,E,m,b,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,o,-,-,5,-,-,E,-,-,E,-,N,-,-,-,E,-,-,-,-,-,E,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,5,-,-,-,-,-,E,N,g,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,5,-,-,-,-,-,E,-,k,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,E,-,x,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,5,-,-,-,-,-,E,N,g,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
bush1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,u,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
doee1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
kwer1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,h,u,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-
kami1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-
zara1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-
kutu1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-
sham1280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,n,-,-,-,-,y,o,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
bond1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,n,-,-,-,-,y,o,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
zigu1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,n,-,-,-,-,y,m,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
ngul1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,n,-,-,-,-,y,u,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
lugu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-
lang1320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,i
tait1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
saga1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,n,-,-,-,-,a
asut1235,-,-,-,-,-,-,k,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,i,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,e,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
chim1312,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,a,a,a,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,l,i,s,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
matu1259,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
ngin1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,a,-,m,-,-,-,i,-,-,-,-,-,-,-
mate1258,-,-,-,u,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
mpot1240,m,a,h,a,n,-,g,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mand1423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,t,-,-,-,-,u
yaoo1241,-,-,-,-,-,-,m,-,-,a,n,g,-,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mwer1248,-,-,-,-,-,-,l,-,-,i,n,g,-,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,l,-,-,i,n,g,-,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,l,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
ndam1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,i,t,u,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,i,-,-,-,-,-,-,-
mbun1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,i,t,u,-,-,N,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-
pogo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,a,-,m,-,-,-,i,-,-,-,-,-,-,-
pang1287,n,-,-,u,-,-,n,-,g,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nucl1379,-,-,-,u,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
hehe1240,-,-,-,i,k,i,t,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,i,-,-,-,-,-,-,-
bena1262,-,-,-,i,-,-,l,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,e,-,-,-,-,d,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
sang1330,-,-,-,i,-,-,n,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-
vwan1235,-,-,-,u,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
fipa1238,-,u,-,u,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
mamb1296,-,-,-,u,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
wand1264,-,-,-,-,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
nyam1275,-,-,-,u,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
pimb1238,-,-,-,u,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
rung1255,-,-,-,u,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
bung1265,-,-,-,u,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
nyih1240,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-
mali1279,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-
lamb1272,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,g,a,-,-,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
safw1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,t,u,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-
ndal1241,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,b,a,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyak1260,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,d,u,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nyam1276,-,-,-,-,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
sumb1240,-,-,-,-,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
kimb1242,-,-,-,u,-,-,l,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
nila1242,l,u,s,u,-,-,l,-,-,u,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
toor1238,-,-,-,o,-,-,r,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
