language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53
asut1235,-,-,-,-,-,-,-,-,-,i,-,d,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,d,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,d,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,d,-,-,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
chim1312,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,d,-,-,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,w,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
nden1248,-,-,-,-,-,l,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nden1248,-,-,-,-,-,l,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
matu1259,-,-,-,-,-,l,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ngin1244,-,-,-,-,-,l,-,-,-,i,-,t,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
mate1258,-,-,-,-,-,l,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
mpot1240,-,-,-,-,-,l,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
mand1423,-,-,-,-,-,l,-,-,-,i,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
tanz1241,-,-,-,-,-,l,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
yaoo1241,-,-,-,-,-,l,-,-,-,-,-,-,-,-,y,-,-,-,u,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
mwer1248,-,-,-,-,-,l,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,h,-,a,-,-,-,-,-
mako1251,-,-,-,-,-,l,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
mako1251,-,-,-,-,-,l,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
ndam1239,-,-,-,-,-,l,-,-,-,i,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
mbun1248,-,-,-,-,-,l,-,-,-,i,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
pogo1243,-,-,-,m,-,t,-,-,S,e,-,n,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
pang1287,-,-,-,-,-,l,-,-,-,i,-,t,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
nucl1379,-,-,-,i,-,l,-,-,-,i,-,t,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
hehe1240,-,-,-,i,-,l,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
bena1262,-,-,-,i,-,l,-,-,-,i,-,d,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
sang1330,-,-,-,-,-,l,-,-,-,i,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
vwan1235,-,-,-,-,-,l,-,-,-,i,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
fipa1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,a,n,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,a,n,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,a,n,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wand1264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,y,a,n,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyam1275,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,a,n,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pimb1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,7,-,a,-,-,-,-,-
rung1255,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,y,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
bung1265,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
bend1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyih1240,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
mali1279,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
lamb1272,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
safw1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,a,-,-,-,-,-
ndal1241,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyak1260,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-
nyam1276,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
sumb1240,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,y,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
kimb1242,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-
nila1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,y,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
toor1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyan1307,-,-,-,-,-,e,-,-,-,i,-,-,-,-,z,-,-,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyor1246,-,-,-,-,-,e,-,-,-,i,-,-,-,-,z,-,-,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
chig1238,-,-,-,-,-,e,-,-,-,i,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyam1277,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
zinz1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
haya1250,-,-,-,-,-,e,-,-,-,i,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kere1283,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
shub1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,u,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
hang1260,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
rund1242,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
haaa1252,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,u,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
vinz1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
soga1242,-,-,-,-,-,-,-,-,-,e,-,n,d,-,Z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
gwer1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
gand1255,-,-,-,-,-,-,-,-,-,-,-,n,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
suba1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,y,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,h,-,a,-,-,-,-,-
kuri1259,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,y,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kuri1259,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,i,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kuri1259,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,y,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ngur1263,-,-,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ikiz1238,-,-,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,y,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ikiz1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,y,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
zana1238,-,-,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,i,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ikom1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,m,-,-,-,-,-,-,w,-,-,-,-,-,-,-,i,-,-,-,-,-
gusi1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,a,-,-,s,-,e
jita1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kway1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kara1481,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
saam1283,-,-,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
saam1283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
logo1258,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,i,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
masa1299,-,-,-,-,-,-,-,-,-,i,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,a,n,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-
shii1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,u,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
chuk1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
thar1283,-,-,-,m,-,-,-,-,-,-,-,-,-,-,w,-,-,-,a,-,t,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kiku1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
