language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
bolo1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,o,-,o,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
budz1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,E,-,-,s,-,i,-,-,-,-,-,-,-,-,-,-
bwel1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,o,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
sode1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
sode1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
kele1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,o,-,-
mbol1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,t,o,-,-,-,o,-,-
bata1285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,h,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
beng1282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,o,o,o,-,-,k,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
yasa1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,e,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,o,o,o,-,-,k,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
dual1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
mali1280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,e,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
mokp1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,o,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
ndas1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
wumb1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,o,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
osam1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,N,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
maho1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,o,o,o,-,-,k,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
kota1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
mban1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,-,-,-,-,w,-,-,-,u,-,-,-,u,-,-,-,-,-,t,-,-,-,u,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
kele1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
ngom1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
ngom1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,o,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
sake1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
eviy1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,w,-,-,-,a,-,t,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
bubi1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
tsog1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
simb1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
pinj1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
kand1300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,o,-,-,r,-,-,-,i,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
tete1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,t,o,o,y,i,i,-,-
ombo1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
deng1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,o,-,-,-,o,-,-
bush1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,T,-,-,-,-,y,-,-
wong1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,m,-,T,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
doee1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
kwer1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
kami1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
zara1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
kutu1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,y,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
sham1280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,e,-,-,-,-,n,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
bond1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
zigu1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
ngul1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
gogo1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,N,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
kagu1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
lugu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
lang1320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,d,-,u,i,m,w,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
tait1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,e,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
saga1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
tave1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,e,-,-,-,-,N,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,e,-,-,e,-,N,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,d,Z,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
chim1312,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,o,-,-,o,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,T,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,T,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,y,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,y,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,y,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,T,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,z,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
nden1248,-,-,-,l,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nden1248,-,-,-,l,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
matu1259,-,-,-,l,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngin1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mate1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,y,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mpot1240,-,-,-,t,-,-,-,-,-,-,-,-,S,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mand1423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,n,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
yaoo1241,-,-,-,t,-,-,-,-,-,-,-,-,S,-,i,n,-,p,-,-,-,e,-,-,-,-,p,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
