language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51
tave1240,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,u,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,-,-,-,-,u,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
chim1312,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mwan1247,-,-,-,-,i,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
matu1259,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ngin1244,-,-,-,-,y,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mate1258,-,-,-,-,y,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mpot1240,-,-,-,-,y,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mand1423,-,-,-,-,l,-,-,i,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tanz1241,-,-,-,-,l,-,-,i,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
yaoo1241,-,-,-,-,-,-,-,n,-,-,-,a,-,n,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mwer1248,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,v,a,n,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,u,N,-,-,-,a,-,-,-,-,v,a,n,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ndam1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,u
mbun1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,u
pogo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,a
pang1287,-,-,-,-,-,-,l,i,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nucl1379,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
hehe1240,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bena1262,-,-,-,i,l,-,i,b,-,-,-,u,-,-,-,-,v,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
sang1330,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
vwan1235,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
fipa1238,-,-,-,-,s,i,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mamb1296,-,-,-,a,s,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mamb1296,-,-,-,-,s,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
wand1264,-,-,-,e,s,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyam1275,-,-,-,e,s,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
pimb1238,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rung1255,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bung1265,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
bend1258,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyih1240,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mali1279,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
lamb1272,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
safw1238,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ndal1241,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyak1260,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,v,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyam1276,-,-,-,-,-,-,-,m,-,-,-,7,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
sumb1240,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kimb1242,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nila1242,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
toor1238,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyan1307,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyor1246,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
chig1238,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyam1277,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
zinz1238,-,-,-,e,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
haya1250,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kere1283,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
shub1238,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
hang1260,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rund1242,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
haaa1252,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
vinz1238,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
soga1242,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gwer1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gand1255,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
suba1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,s,-,e,-,-,s,-,e
kuri1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,s,-,e,-,-,s,-,e
kuri1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,s,-,e,-,-,s,-,e
kuri1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,s,-,e,-,-,s,-,e
ngur1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,s,-,e,-,-,s,-,e
ikiz1238,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ikiz1238,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
zana1238,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ikom1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,s,-,e,-,-,s,-,e
gusi1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,s,-,e,-,-,s,-,e
jita1239,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kway1241,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kara1481,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
saam1283,-,-,-,-,-,-,e,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
saam1283,-,-,-,i,s,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
logo1258,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
masa1299,-,-,-,-,-,-,i,m,-,-,-,-,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
shii1238,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,b,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
chuk1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
thar1283,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,g,-,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
kiku1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,g,-,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,g,-,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,g,-,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,s,-,o,-,-,l,-,o
dhai1238,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
temi1247,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
