language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
yaka1272,-,-,-,-,-,-,-,-,-,-,-,y,-,i,-,i,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-
ngom1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
sode1235,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
sode1235,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kele1255,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,i,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
yasa1242,-,-,-,-,-,-,e,-,e,-,-,y,-,i,-,i,-,-,b,-,-,-,a,-,-,-,a,-,-,-,-,-
dual1243,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
mali1280,-,-,-,-,-,-,-,-,-,-,-,y,-,i,-,i,-,-,b,-,-,-,a,-,-,-,a,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,b,-,-,-,-,-,-,-,e,-,-,-,-,-
ndas1238,-,-,-,-,-,-,-,-,u,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
wumb1242,-,-,-,-,-,-,-,-,u,-,-,y,-,-,-,u,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
osam1235,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kota1274,-,-,-,-,-,-,b,-,o,-,-,h,-,-,-,i,-,-,b,-,-,-,a,-,k,-,a,-,-,-,-,-
kele1257,-,-,-,-,-,-,-,-,o,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,3,-,k,-,-,-
ndam1254,-,-,-,-,-,-,-,-,u,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,E,-,-,-,-,-
sake1247,-,-,-,-,-,-,-,-,u,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
eviy1235,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
bubi1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,a,-,k,-,a,-,-,-,-,-
tsog1243,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,i,-,s,w,-,-,-,-,-,-,-,a,-,-,-,-,-
simb1254,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,i,-,-,f,-,-,-,-,-,-,-,a,-,x,-,o,-
pinj1243,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,i,-,-,f,-,-,-,a,-,x,-,a,-,-,-,-,-
kand1300,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,u,-,m,f,-,-,-,a,-,x,-,a,-,-,-,-,-
myen1241,-,-,-,-,-,-,x,-,o,o,d,y,-,u,-,u,-,-,f,-,-,-,a,-,-,-,a,-,-,-,-,-
myen1241,-,-,-,-,-,-,x,-,o,-,d,y,-,-,-,u,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,u,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-
myen1241,-,-,-,-,-,-,x,-,o,-,d,y,-,-,-,u,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,u,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-
bush1247,-,-,-,-,-,-,-,-,a,a,S,y,-,-,-,E,-,-,-,-,-,-,-,-,-,-,E,-,E,-,E,m
doee1238,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,b,-,-,-,a,-,w,-,a,-,-,-,-,-
kwer1261,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kami1256,-,-,-,-,-,-,k,-,u,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
zara1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,v,-,i,-
kutu1263,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
sham1280,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,b,-,-,-,a,-,w,-,a,-,-,-,-,-
bond1247,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,b,-,-,-,a,-,w,-,a,-,-,-,-,-
zigu1244,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,b,-,-,-,a,-,w,-,a,-,-,-,-,-
ngul1246,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,b,-,-,-,a,-,w,-,a,-,-,-,-,-
gogo1263,-,-,-,-,-,-,h,-,i,-,-,-,-,-,-,i,-,-,z,-,-,-,-,-,-,-,a,-,-,-,-,-
kagu1239,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
lugu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,h,-,-,-,u,t,z,-,i,-,-,-,-,-
lang1320,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
tait1250,-,-,-,-,-,-,k,-,u,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
saga1256,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
tave1240,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,v,-,-,-,a,-,-,-,a,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
chim1312,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,o,o,l,-,a,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,e,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nden1248,-,-,-,-,-,-,k,-,u,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nden1248,-,-,-,-,-,-,k,-,u,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
matu1259,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ngin1244,-,-,-,-,-,-,k,-,u,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
mate1258,-,-,-,-,-,-,k,-,u,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
mpot1240,-,-,-,-,-,-,k,-,u,-,-,y,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
mand1423,-,-,-,-,-,-,k,-,u,-,-,h,-,-,-,e,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
yaoo1241,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
mwer1248,-,-,-,-,-,-,k,-,u,-,-,y,-,-,-,i,-,-,v,-,-,-,-,-,h,-,a,-,-,-,-,-
mako1251,-,-,-,-,-,-,k,-,u,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
mako1251,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
ndam1239,-,-,-,-,-,-,k,-,u,-,-,h,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
mbun1248,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
pogo1243,-,-,-,-,-,-,k,-,-,-,-,w,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
pang1287,-,-,-,-,-,-,k,h,u,-,-,h,-,-,-,i,-,t,S,-,-,-,-,-,-,-,a,-,-,-,-,-
nucl1379,-,-,-,-,u,-,k,-,u,-,-,h,-,-,-,i,-,t,s,-,-,-,-,-,-,-,a,-,-,-,-,-
hehe1240,-,-,-,-,u,-,k,-,u,-,-,h,-,i,-,i,-,-,s,-,-,-,-,-,-,-,a,-,-,-,-,-
bena1262,-,-,-,-,-,-,k,-,u,-,-,h,-,-,-,i,-,d,z,-,-,-,-,-,-,-,a,-,-,-,-,-
sang1330,-,-,-,-,-,-,k,-,i,-,-,h,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
vwan1235,-,-,-,-,-,-,k,-,u,-,-,h,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
fipa1238,-,-,-,-,u,-,k,-,w,-,-,i,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
mamb1296,-,-,-,-,u,-,k,-,w,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
wand1264,-,-,-,-,u,-,k,-,w,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
nyam1275,-,-,-,-,u,-,k,-,w,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
pimb1238,-,-,-,-,u,-,k,-,w,-,-,i,-,-,-,i,-,-,b,-,-,-,-,-,7,-,a,-,-,-,-,-
rung1255,-,-,-,-,u,-,k,-,w,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
bung1265,-,-,k,-,u,-,k,-,w,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
bend1258,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyih1240,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
mali1279,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
lamb1272,-,-,-,-,u,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
safw1238,-,-,-,-,a,-,h,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,e,-,-,-,-,-
ndal1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyak1260,-,-,-,-,u,-,k,u,h,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
suku1261,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
suku1261,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyam1276,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
sumb1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyat1246,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
nyat1246,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
kimb1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
nila1242,-,-,-,-,-,-,k,-,w,-,i,i,-,-,-,i,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
toor1238,-,-,-,-,o,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyan1307,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyor1246,-,-,-,-,o,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
chig1238,-,-,-,-,o,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyam1277,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
zinz1238,-,-,-,-,-,-,k,-,w,-,-,i,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
haya1250,-,-,-,-,-,-,k,-,u,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kere1283,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
shub1238,-,-,-,-,-,-,k,-,w,-,-,i,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
hang1260,-,-,-,-,-,-,k,-,w,-,-,i,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
rund1242,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
haaa1252,-,-,-,-,u,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
vinz1238,-,-,-,-,u,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
soga1242,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,i,t,s,-,-,-,-,-,-,-,a,-,-,-,-,-
gwer1238,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,b,b,-,-,-,-,-,-,-,a,-,-,-,-,-
gand1255,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,b,b,-,-,-,-,-,-,-,a,-,-,-,-,-
suba1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,h,-,a,-,-,-,-,-
kuri1259,-,-,-,-,u,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kuri1259,-,-,-,-,u,-,k,-,u,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kuri1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ngur1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ikiz1238,-,-,-,-,o,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ikiz1238,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
zana1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ikom1245,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,h,-,a,-,-,-,-,-
gusi1247,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
jita1239,-,-,-,-,o,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kway1241,-,-,-,-,o,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kara1481,-,-,-,-,o,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,h,-,a,-,-,-,-,-
saam1283,-,-,-,-,o,-,h,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
saam1283,-,-,k,h,u,-,h,-,-,-,-,-,-,-,-,u,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
logo1258,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
masa1299,-,-,k,h,u,-,k,h,w,-,-,i,-,-,-,i,-,-,b,-,-,-,-,-,a,-,a,-,-,-,-,-
shii1238,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,i,m,b,-,-,-,-,-,-,-,a,-,-,-,-,-
chuk1274,-,-,-,-,-,-,k,-,u,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
thar1283,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,k,-,u,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,k,w,i,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,e,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,e,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
kiku1240,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
kamb1297,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
kamb1297,-,-,-,-,-,-,k,-,o,-,-,N,-,-,-,e,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kamb1297,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
dhai1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
temi1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
moch1256,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
gwen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
maor1244,-,-,-,-,-,-,h,-,i,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ndzw1235,-,-,-,-,-,-,h,-,i,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
ngaz1238,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyan1308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
shon1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kala1384,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
vend1245,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,s,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
bemb1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,u,-,-,-,-,-
luba1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
holo1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,a,-,-,-,a,-,-,-,-,-
diri1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,a,a,k,a,a,-,-,-,-,-
buku1249,-,-,-,-,-,-,-,-,i,-,-,i,-,i,-,i,-,-,b,-,-,-,a,-,-,-,a,-,-,-,-,-
mitu1240,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
lega1249,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
kgal1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
tswa1255,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,i,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-
